jar_file,sha256,mod_id,mod_name,installed_version,authors,environment,project_url,repository_url,license_name,spdx_identifier,license_type,license_url,license_source,license_version,license_found_in_jar,curseforge_project_id,curseforge_file_id,modrinth_project_id,public_modpack_distribution,curseforge_distribution,jar_redistribution,commercial_server_use,monetized_server_use,modification_allowed,source_disclosure_required,attribution_required,license_file_required,notice_file_required,written_permission_required,confidence,status,notes
VirtualLoot-fabric-0.3.jar,0f86c061c5b44558e2566a55eb9053ffb5e50c62199c74d22484ea4a22df92a2,virtualloot,Cobblemon Virtual Loot,0.3,LunazStudios,*,https://www.curseforge.com/minecraft/mc-mods/cobblemon-virtual-loot,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/cobblemon-virtual-loot,Metadata fabric.mod.json / JAR embedded,1.0,False,1588671,8360292,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
accelerated-decay-fabric-21.0.0.jar,7b2c896f717544a69fe078ce40c9ab6adf7818e924524f6c8661096414097284,accelerateddecay,Accelerated Decay,21.0.0,ErrorMikey,*,https://github.com/Nanite/AcceleratedDecay,https://github.com/Nanite/AcceleratedDecay,GNU General Public License v3.0,GPL-3.0-only,COPYLEFT,https://github.com/Nanite/AcceleratedDecay/blob/main/LICENSE,Metadata fabric.mod.json,3.0,False,699872,5433035,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
accessories-fabric-1.1.0-beta.53+1.21.1.jar,51e6f6d52cb2523199ad36e5bc04802230f86904c35ac3dbf36e59c86b2c30d1,accessories,Accessories,1.1.0-beta.53+1.21.1,Blodhgarm; chyzman; Dr.Zeal,*,https://wispforest.io/,https://github.com/wisp-forest/accessories,MIT License,MIT,PERMISSIVA,https://github.com/wisp-forest/accessories/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,False,938917,7583323,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
appleskin-fabric-mc1.21-3.0.6.jar,9a19cec1294b1bc708392a08e6926dcb85d7378ec5ad909a4b6fcb8bc3bfeaa2,appleskin,AppleSkin,3.0.6+mc1.21,squeek502,*,https://minecraft.curseforge.com/projects/appleskin,https://github.com/squeek502/AppleSkin,The Unlicense,Unlicense,PERMISSIVA,https://github.com/squeek502/AppleSkin/blob/main/LICENSE,Metadata fabric.mod.json,1.0,True,248787,5864741,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
architectury-13.0.11-fabric.jar,ab17d5c7d8d8c93cc713437ed426f0ff0d6f802a48fff0c579a9bd3aaa833efd,architectury,Architectury,13.0.11,shedaniel,*,https://architectury.github.io/architectury-documentations/,https://github.com/architectury/architectury-api,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://github.com/architectury/architectury-api/blob/main/LICENSE,Metadata fabric.mod.json,3.0,False,419699,8492725,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
athena-fabric-1.21.1-4.0.6.jar,e17aad84c690ac4e46300a4180b3ae4077ffa4f526dbc82d117afbbff4ee83e4,athena,Athena,4.0.6,ThatGravyBoat,*,https://www.curseforge.com/minecraft/mc-mods/athena,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/athena,Metadata fabric.mod.json / JAR embedded,1.0,False,841890,8061949,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
balm-fabric-1.21.1-21.0.63.jar,4c3604961b74e9cbc91efb1a93daa2f4e55354a46afc93cb74f0de543fd86391,balm,Balm,21.0.63,BlayTheNinth,*,https://balm.twelveiterations.com/,https://github.com/TwelveIterations/Balm,All Rights Reserved,ARR,ARR,https://github.com/TwelveIterations/Balm/blob/main/LICENSE,Metadata fabric.mod.json,1.0,True,500525,8424819,,SIM,SIM,NÃO,SIM,SIM,NÃO,NÃO,CONDICIONAL,CONDICIONAL,CONDICIONAL,NÃO,ALTA,APROVADO,Mod ARR com permissao de distribuicao ativada no CurseForge via CurseForge Modpack Manifest.
beautify-2.0.0+1.21.1.jar,134da1a8e3841f0a14004e839bd1e0a9d091cc5769a82b0052cebda2804ac4fd,beautify,Beautify,2.0.0+1.21.1,Suel_ki,*,https://www.curseforge.com/minecraft/mc-mods/beautify-refabricated,https://github.com/Suel-ki/Beautify-Refabricated,MIT License,MIT,PERMISSIVA,https://github.com/Suel-ki/Beautify-Refabricated/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,True,809311,7553989,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
better-pokedex-scanner-1.0.0.jar,aca37fa43fe9226cf99f75f194bf6cb9ec27d71dad1ae6c732d0791636231180,better_pokedex_scanner,Better Pokédex Scanner,1.0.0,Joshiki,*,https://www.curseforge.com/minecraft/mc-mods/cobblemon-better-pokedex-scanner,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/cobblemon-better-pokedex-scanner,Metadata fabric.mod.json / JAR embedded,1.0,False,1514948,7931023,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
bookshelf-fabric-1.21.1-21.1.81.jar,df2dd3a3e75f2dbf56baf9bdb6cc0007f9c0efb0f2b2067f047ddf98ea1b49d8,bookshelf,Bookshelf,21.1.81,Darkhax,*,https://www.curseforge.com/minecraft/mc-mods/bookshelf,https://github.com/Darkhax-Minecraft/Bookshelf,GNU Lesser General Public License v2.1,LGPL-2.1-only,COPYLEFT,https://github.com/Darkhax-Minecraft/Bookshelf/blob/main/LICENSE,Metadata fabric.mod.json,2.1,True,228525,7606241,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
c2me-fabric-mc1.21.1-0.4.0-alpha.0.23.jar,6a77c69140f3da10e20b25ee8a75da039c5835b73f9c7a03615fbd968b574e5e,c2me,Concurrent Chunk Management Engine,0.4.0-alpha.0.23+1.21.1,RelativityMC; ishland,*,https://modrinth.com/mod/c2me-fabric,https://github.com/RelativityMC/C2ME-fabric,MIT License,MIT,PERMISSIVA,https://github.com/RelativityMC/C2ME-fabric/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,True,533097,8480674,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
capturexp-fabric-1.7.3-1.3.0.jar,8f5ab9ce3ea2957f75033f3adc8a6195d303a96c3a8c1eebd1d5ee254bf88cf7,capture_xp,Cobblemon Capture XP,1.7.3-fabric-1.3.0,timinc aka Timothy Metcalfe,*,https://discord.com/invite/WKAR27SdSv,https://github.com/timinc-cobble/cobblemon-capture-xp,MIT License,MIT,PERMISSIVA,https://github.com/timinc-cobble/cobblemon-capture-xp/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,False,901059,7568498,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
catchindicator-fabric-1.8.1.jar,f2fc8b3e006aac42f1d31c10acfe9e32f12a133bb24d0bc0f64114f3ba105659,catchindicator,Catch Indicator,1.8.1,OurStory x LevelsFR,client,https://www.curseforge.com/minecraft/mc-mods/catch-indicator,,All Rights Reserved,ARR,ARR,https://www.curseforge.com/minecraft/mc-mods/catch-indicator,Metadata fabric.mod.json,1.0,False,1431831,8536608,,SIM,SIM,NÃO,SIM,SIM,NÃO,NÃO,CONDICIONAL,CONDICIONAL,CONDICIONAL,NÃO,ALTA,APROVADO,Mod ARR com permissao de distribuicao ativada no CurseForge via CurseForge Modpack Manifest.
catchrate-display-fabric-2.8.23.jar,593ced2b62153ecb5098f438b10f6ddbc20321e5f93971b0ab4caa48399c0ac1,catchrate-display,Cobblemon Catch Rate Display,2.8.23,Akkiruk,client,https://modrinth.com/mod/catchrate-display,https://github.com/Akkiruk/catchrate-display,MIT License,MIT,PERMISSIVA,https://github.com/Akkiruk/catchrate-display/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,False,1450604,8510335,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
chipped-fabric-1.21.1-4.0.2.jar,1721c94365fd8d2d3c3fdcac7efbfd7e605daa7dfb8adc4c126c5bbde2820c79,chipped,Chipped,4.0.2,Alex Nijjar; Grimbop; Kekie6; ThatGravyBoat,*,https://www.curseforge.com/minecraft/mc-mods/chipped,,Terrarium Licence,Terrarium-1.0,CUSTOMIZADA,https://www.curseforge.com/minecraft/mc-mods/chipped,Metadata fabric.mod.json,1.0,False,456956,5813118,,SIM,SIM,CONDICIONAL,SIM,SIM,NÃO,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
cloth-config-15.0.140-fabric.jar,33894e95da3af59014b39d126586d5241e07ea39f8618763e30dab637405f95f,cloth-config,Cloth Config v15,15.0.140,shedaniel,both,https://minecraft.curseforge.com/projects/cloth-config,https://github.com/shedaniel/ClothConfig,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://github.com/shedaniel/ClothConfig/blob/main/LICENSE,Metadata fabric.mod.json,3.0,True,348521,5729125,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
cobblebattlerewards-2.0.7.1.jar,9c99f046335540883676fec80dd6fb769110abae9017f644f0ea0a3146f4afb3,cobblebattlerewards,CobbleBattleRewards,2.0.7,Hysocs,*,https://www.curseforge.com/minecraft/mc-mods/cobblebattlerewards,,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://www.curseforge.com/minecraft/mc-mods/cobblebattlerewards,Metadata fabric.mod.json,3.0,True,1275662,8141147,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
cobblecuisine-2.0.1-1.7-rc1.jar,081d9ba2ddaae3f9b3240c0b4d49b75c4f93ab2b6e9bbb7bb69a3bc05520e1d9,cobblecuisine,CobbleCuisine,2.0.1,Fyre520,*,https://www.curseforge.com/minecraft/mc-mods/cobblecuisine,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/cobblecuisine,Metadata fabric.mod.json / JAR embedded,1.0,False,1254643,7265785,,CONDICIONAL,NÃO,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,REVISÃO_MANUAL_NECESSÁRIA,Mod com allowModDistribution=False no CurseForge metadata.
cobbleloots-fabric-2.3.0.jar,36a53bcec0880bf34f5240ac0d707579eecbe527a93cfa3e202f20d166c68c24,cobbleloots,Cobbleloots: Loot Balls and More!,2.3.0,RipioDev,*,https://resistorcat.github.io/cobbleloots/,https://github.com/ResistorCat/cobbleloots,MIT License,MIT,PERMISSIVA,https://github.com/ResistorCat/cobbleloots/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,False,1037611,7842374,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
cobblemon-battle-extras-fabric-1.13.45.jar,099c3dafd5c7d29e8d91f954a9598565fdd07dac235bb9c49ab305d9af37f826,cobblemon-battle-extras,Cobblemon Battle Extras,1.13.45,Raguto & Yemagh,*,https://fabricmc.net/,https://github.com/FabricMC/fabric-example-mod,All Rights Reserved,ARR,ARR,https://github.com/FabricMC/fabric-example-mod/blob/main/LICENSE,Metadata fabric.mod.json,1.0,False,1396525,7968868,,SIM,SIM,NÃO,SIM,SIM,NÃO,NÃO,CONDICIONAL,CONDICIONAL,CONDICIONAL,NÃO,ALTA,APROVADO,Mod ARR com permissao de distribuicao ativada no CurseForge via CurseForge Modpack Manifest.
cobblemon_battle_tower-fabric-1.10.22.jar,043ee6625cfdb796ee3c0d4210428fb2b93151d38a9fc97a1478488eb1f86f95,cobblemon_battle_tower,Cobblemon Battle Tower,1.10.22,Raguto & Yemagh,*,https://www.curseforge.com/minecraft/mc-mods/cobblemon-battle-tower,,All Rights Reserved,ARR,ARR,https://www.curseforge.com/minecraft/mc-mods/cobblemon-battle-tower,Metadata fabric.mod.json,1.0,False,1441260,7957420,,SIM,SIM,NÃO,SIM,SIM,NÃO,NÃO,CONDICIONAL,CONDICIONAL,CONDICIONAL,NÃO,ALTA,APROVADO,Mod ARR com permissao de distribuicao ativada no CurseForge via CurseForge Modpack Manifest.
cobblemon_knowlogy-fabric-1.6.0-beta.1-1.21.1.jar,c067845ad346f301eb872251c2d16421fdc083e63ce6e1fc07012cd1731f2eb5,cobblemon_knowlogy,Cobblemon Knowlogy,1.6.0-beta.1,VinnyStalck,*,https://www.curseforge.com/minecraft/mc-mods/cobblemon-knowlogy,https://gitlab.com/VinnyStalck/knowlogy/-/tree/cobblemon/main,GNU General Public License v3.0,GPL-3.0-only,COPYLEFT,https://gitlab.com/VinnyStalck/knowlogy/-/tree/cobblemon/main/blob/main/LICENSE,Metadata fabric.mod.json,3.0,False,1144644,7814590,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
cobblemon_spawn_alerts-fabric-1.13.2.jar,35bd1cd3491922199c83fceff270949d38b88732b297e5a3a22d596031304010,cobblemon_spawn_alerts,Cobblemon Spawn Alerts,1.13.2,"Stasis, the Shattered",*,https://www.curseforge.com/minecraft/mc-mods/cobblemon-spawn-alerts,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/cobblemon-spawn-alerts,Metadata fabric.mod.json / JAR embedded,1.0,True,1295053,7722424,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
cobblemonintegrations-fabric-1.21.1-1.1.6.jar,d070f29970e39c77da578c05c762bbec093fe796b3ea82bafe79012df4268c12,cobblemonintegrations,CobblemonIntegrations,1.1.6,"Arcaryx, 2ScoopsPlz",*,https://www.curseforge.com/minecraft/mc-mods/cobblemon-integrations,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/cobblemon-integrations,Metadata fabric.mod.json / JAR embedded,1.0,False,913400,7673567,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
cobblemonraiddens-fabric-0.11.4+1.21.1.jar,7dd22ce0009202b398a87465fb2b503c284dfae142552b928a4656a75a0a888c,cobblemonraiddens,Cobblemon Raid Dens,0.11.4+1.21.1,NecroSo1,*,https://www.curseforge.com/minecraft/mc-mods/cobblemonraiddens,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/cobblemonraiddens,Metadata fabric.mod.json / JAR embedded,1.0,False,1349231,8479429,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
cobblenav-fabric-2.3.3.jar,e66eb486f5cfbeef2215910193eba0000c191bbf774fa59f3e0b955ce13cae45,cobblenav,Cobblenav,2.3.3,gatekeep06,*,https://www.curseforge.com/minecraft/mc-mods/cobblemon-pokenav,https://github.com/FabricMC/fabric-example-mod,Mozilla Public License 2.0,MPL-2.0,COPYLEFT,https://github.com/FabricMC/fabric-example-mod/blob/main/LICENSE,Metadata fabric.mod.json,2.0,False,976014,7940648,,CONDICIONAL,NÃO,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,REVISÃO_MANUAL_NECESSÁRIA,Mod com allowModDistribution=False no CurseForge metadata.
cobblerun-1.1.0.jar,c00ba051ae56eae043fb8cf55d145349587bd6afda14c81be013d3327c0f85a2,cobblerun,Cobblerun,1.1.0,YourName,*,https://www.curseforge.com/minecraft/mc-mods/cobblerun,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/cobblerun,Metadata fabric.mod.json / JAR embedded,1.0,False,1395351,7279238,,CONDICIONAL,NÃO,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,REVISÃO_MANUAL_NECESSÁRIA,Mod com allowModDistribution=False no CurseForge metadata.
cobbleworkers-fabric-2.0.5+1.7.0.jar,63f0b2a4be6295e5aa55171091a809808ad7e06aaeb5fa956d07b72c0078897d,cobbleworkers,Cobbleworkers,2.0.5+1.7.0,Accieo,*,https://www.curseforge.com/minecraft/mc-mods/cobbleworkers,https://github.com/accieo/cobbleworkers,Mozilla Public License 2.0,MPL-2.0,COPYLEFT,https://github.com/accieo/cobbleworkers/blob/main/LICENSE,Metadata fabric.mod.json,2.0,False,1296055,8353204,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
comforts-fabric-9.0.5+1.21.1.jar,73ff17028967a2e30731ea79aee2e18dd8e2d59a5dcd075facd6491cae1b2231,comforts,Comforts,9.0.5+1.21.1,Illusive Soulworks,*,https://www.curseforge.com/minecraft/mc-mods/comforts,https://github.com/illusivesoulworks/comforts,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://github.com/illusivesoulworks/comforts/blob/main/LICENSE,Metadata fabric.mod.json,3.0,True,276951,7515856,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
configurable-3.5.2+1.21.1-fabric.jar,70f7728d67ff8c420a53ef3c08ec73732517882317ab20a084b273773aa1e5e2,configurable,Configurable,3.5.2,Bawnorton,*,https://github.com/Bawnorton/Configurable,https://github.com/Bawnorton/Configurable,MIT License,MIT,PERMISSIVA,https://github.com/Bawnorton/Configurable/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,False,1092048,8438543,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
connectivity-fabric-1.21-7.6.jar,7abf008b1d8fb99a26a381f8998c3a12c4dad6506937c5289f78a4300dca132a,connectivity,Connectivity Mod,1.21-7.6,Someaddons,*,https://www.curseforge.com/minecraft/mc-mods/connectivity,,All Rights Reserved,ARR,ARR,https://www.curseforge.com/minecraft/mc-mods/connectivity,Metadata fabric.mod.json,1.0,False,470193,7366092,,SIM,SIM,NÃO,SIM,SIM,NÃO,NÃO,CONDICIONAL,CONDICIONAL,CONDICIONAL,NÃO,ALTA,APROVADO,Mod ARR com permissao de distribuicao ativada no CurseForge via CurseForge Modpack Manifest.
constructionwand-1.0.6+1.21.1.jar,dc9f7ce2e469f926e3fafb3522360ba207603c54aac2ff41cad2e9b84ec56f92,constructionwand,Construction Wand (Fabric),1.0.6,JongWasTaken; Theta-Dev,*,https://github.com/JongWasTaken/ConstructionWand-Fabric,https://github.com/JongWasTaken/ConstructionWand-Fabric,MIT License,MIT,PERMISSIVA,https://github.com/JongWasTaken/ConstructionWand-Fabric/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,True,1035665,5676987,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
cupboard-fabric-1.21.1-3.9.jar,3b9c9241ab9a017e04d21fa7e27921f26f40028bae14bae3d162d01a3fd48a87,cupboard,cupboard,1.21.1-3.9,Someaddon,*,https://www.curseforge.com/minecraft/mc-mods/cupboard,,All Rights Reserved,ARR,ARR,https://www.curseforge.com/minecraft/mc-mods/cupboard,Metadata fabric.mod.json,1.0,False,326652,8481126,,SIM,SIM,NÃO,SIM,SIM,NÃO,NÃO,CONDICIONAL,CONDICIONAL,CONDICIONAL,NÃO,ALTA,APROVADO,Mod ARR com permissao de distribuicao ativada no CurseForge via CurseForge Modpack Manifest.
emberstextapi-fabric-1.21.1-3.0.2.jar,b505fe1e475ff750733890950302277032cfc7254da3ba02adaf351e8a6a74aa,emberstextapi,Ember's Text API,3.0.2,TysonTheEmber,*,https://tysontheember.dev,https://git.tysontheember.dev/TysonTheEmber/EmbersTextAPI,TysonTheEmber Modding Licence,TysonTheEmber-Custom,CUSTOMIZADA,https://git.tysontheember.dev/TysonTheEmber/EmbersTextAPI/blob/main/LICENSE,Metadata fabric.mod.json,1.0,True,1345948,8389402,,SIM,SIM,CONDICIONAL,SIM,SIM,NÃO,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
enchdesc-fabric-1.21.1-21.1.10.jar,d4a721fcb5704f4a1a7f3d136b9122e802f214c03497a54d8f3e54cabdb806a8,enchdesc,EnchantmentDescriptions,21.1.10,Darkhax,client,https://www.curseforge.com/minecraft/mc-mods/enchantment-descriptions,https://github.com/Darkhax-Minecraft/Enchantment-Descriptions,GNU Lesser General Public License v2.1,LGPL-2.1-only,COPYLEFT,https://github.com/Darkhax-Minecraft/Enchantment-Descriptions/blob/main/LICENSE,Metadata fabric.mod.json,2.1,True,250419,8240825,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
entityculling-fabric-1.10.5-mc1.21.1.jar,cfb5491f5ed9609784cf3d6a926bef046ca80cb74c7856e6134335d7d0ce839e,entityculling,EntityCulling,1.10.5,tr7zw,both,https://modrinth.com/mod/entityculling,https://github.com/tr7zw/EntityCulling,tr7zw Protective License,tr7zw-Protective,CUSTOMIZADA,https://github.com/tr7zw/EntityCulling/blob/main/LICENSE,Metadata fabric.mod.json,1.0,True,448233,8287094,,SIM,NÃO,NÃO,SIM,SIM,NÃO,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,tr7zw Protective License permite modpacks no CurseForge/Modrinth via canais oficiais; proibe espelhos e redistribuicao direta de JAR.
everlastingutils-1.1.6.jar,ba2a72eac0020525e13ebccb538e0bc6853708217510a4af243cea15651244d6,everlastingutils,EverlastingUtils,1.1.6,Hysocs,*,https://www.curseforge.com/minecraft/mc-mods/e-utils,,GNU Lesser General Public License v3.0,LGPL-3.0-only,COPYLEFT,https://www.curseforge.com/minecraft/mc-mods/e-utils,Metadata fabric.mod.json,3.0,False,1275646,8098521,,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
fabric-api-0.116.15+1.21.1.jar,a61a10f730ab8aa45ff42486ee65699e6e51c28a0c168deb161e7d4029473aa3,fabric-api,Fabric API,0.116.15+1.21.1,FabricMC,*,https://fabricmc.net,https://github.com/FabricMC/fabric,Apache License 2.0,Apache-2.0,PERMISSIVA,https://github.com/FabricMC/fabric/blob/main/LICENSE,Metadata fabric.mod.json,2.0,True,306612,8525495,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
fabric-language-kotlin-1.13.13+kotlin.2.4.10.jar,34ccdacf13bb9351fe43ce61912c2e09b72364e43e787d36ba3d2d04dec75a52,fabric-language-kotlin,Fabric Language Kotlin,1.13.13+kotlin.2.4.10,FabricMC,both,https://minecraft.curseforge.com/projects/fabric-language-kotlin,https://github.com/FabricMC/fabric-language-kotlin,Apache License 2.0,Apache-2.0,PERMISSIVA,https://github.com/FabricMC/fabric-language-kotlin/blob/main/LICENSE,Metadata fabric.mod.json,2.0,True,308769,8439967,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
fancymenu_fabric_3.9.8_MC_1.21.1.jar,19e5faf15a769ba4841815fb2320f1efc9f97ddffbc24c95299b6480b50af201,fancymenu,FancyMenu,3.9.8,Keksuccino,*,https://www.curseforge.com/minecraft/mc-mods/fancymenu,,DON'T SNATCH MA STUFF LICENSE v3 (DSMSLv3),DSMSL-3.0,CUSTOMIZADA,https://www.curseforge.com/minecraft/mc-mods/fancymenu,Metadata fabric.mod.json,3.0,False,367706,8440209,,SIM,SIM,NÃO,SIM,SIM,NÃO,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,"DSMSLv3 permite inclusao em modpacks via launcher oficial/CurseForge, proibe redistribuicao direta do JAR e modificacao."
ferritecore-7.0.3-fabric.jar,98c3ab1d5aab8f14b5d082d3f1a467727fd335f02d124555c94339761c4c18f2,ferritecore,FerriteCore,7.0.3,malte0811,*,https://www.curseforge.com/minecraft/mc-mods/ferritecore-fabric,,MIT License,MIT,PERMISSIVA,https://www.curseforge.com/minecraft/mc-mods/ferritecore-fabric,Metadata fabric.mod.json / JAR embedded,1.0,False,459857,7524152,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
fightorflight-fabric-0.10.9.jar,7eee034d17281b43324cbdcc41a3836b6c44a93798d40a608538ed12a72279c1,fightorflight,Cobblemon Fight or Flight Fabric,0.10.9,rufia; LyquidQrystal,*,https://fabricmc.net/,https://github.com/FabricMC/fabric-example-mod,MIT License,MIT,PERMISSIVA,https://github.com/FabricMC/fabric-example-mod/blob/main/LICENSE,Metadata fabric.mod.json / JAR embedded,1.0,False,1168140,8404742,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
flickerfix-1.21.1-fabric-6.1.0.jar,f36879ba366b702b5c1368bb88bdaec45fd1e16864cc43f7d3af02475535a74c,flickerfix,FlickerFix,6.1.0,Me!,client,https://fabricmc.net/,https://github.com/jeremiahwinsley/flickerfix-fabric,Creative Commons Zero v1.0 Universal,CC0-1.0,PERMISSIVA,https://github.com/jeremiahwinsley/flickerfix-fabric/blob/main/LICENSE,Metadata fabric.mod.json,1.0,False,431430,7413106,,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
fusion-1.3.12-fabric-mc1.21.jar,55b53ef1fc6d42d4410cdac927e7b984436ea58d1a021eb3e1bbb6194602f9ea,fusion,Fusion,1.3.12,SuperMartijn642,*,https://www.curseforge.com/minecraft/mc-mods/fusion-connected-textures,https://github.com/SuperMartijn642/Fusion,All Rights Reserved,ARR,ARR,https://github.com/SuperMartijn642/Fusion/blob/main/LICENSE,Metadata fabric.mod.json,1.0,False,854949,8536584,,SIM,SIM,NÃO,SIM,SIM,NÃO,NÃO,CONDICIONAL,CONDICIONAL,CONDICIONAL,NÃO,ALTA,APROVADO,Mod ARR com permissao de distribuicao ativada no CurseForge via CurseForge Modpack Manifest.
fzzy_config-0.7.6+1.21.jar,323dc065cc3aaeb7f908be7e5d31070a25d4188b433ed770a79700ef8f5e8f7d,fzzy_config,Fzzy Config,0.7.6+1.21,fzzyhmstrs,*,https://www.curseforge.com/minecraft/mc-mods/fzzy-config,https://github.com/fzzyhmstrs/fconfig,Timefall Development Licence - Modified 1.3,Timefall-1.3,CUSTOMIZADA,https://github.com/fzzyhmstrs/fconfig/blob/main/LICENSE,Metadata fabric.mod.json,1.3,True,1005914,7568948,,SIM,SIM,CONDICIONAL,SIM,SIM,NÃO,NÃO,SIM,SIM,CONDICIONAL,NÃO,ALTA,APROVADO,
